1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
508	-1.110586	288.198207	4.199026	0.016989	3.0
509	-1.131299	289.198207	4.185490	0.006024	2.8
510	-1.154952	290.197848	4.172045	0.006791	3.1
511	-1.112853	290.439513	4.168807	0.008666	3.2
512	-1.142631	290.384641	4.169542	0.010508	3.1
513	-1.110967	290.337740	4.170170	0.011024	2.6
514	-1.145382	291.336919	4.156830	0.007098	2.8
515	-1.079931	291.554215	4.153940	0.013576	2.7
516	-1.144546	291.550191	4.153993	0.011551	2.8
517	-1.113146	292.550191	4.140745	0.006624	2.9
518	-1.154088	293.062838	4.133986	0.008893	2.8
519	-1.145211	293.949932	4.122342	0.007633	2.8
520	-1.133023	293.897136	4.123033	0.011598	2.9
521	-1.126361	294.897132	4.109981	0.007931	3.0
522	-1.112767	294.843544	4.110679	0.008982	3.1
523	-1.143756	295.763920	4.098735	0.007114	2.9
524	-1.136414	296.285317	4.092000	0.010190	2.8
525	-1.164233	296.230377	4.092708	0.006212	2.9
526	-1.134470	296.175436	4.093417	0.012793	3.0
527	-1.126655	296.817928	4.085142	0.007439	2.8
528	-1.125450	297.813184	4.072389	0.010542	2.8
529	-1.131504	297.764964	4.073005	0.007410	2.8
530	-1.157040	298.603223	4.062323	0.009334	2.9
531	-1.164502	298.559025	4.062884	0.015989	3.0
532	-1.131153	299.559025	4.050210	0.005411	2.8
533	-1.157815	300.559025	4.037614	0.008240	2.9
534	-1.138105	300.504094	4.038304	0.003968	2.7
535	-1.139246	300.951933	4.032687	0.005707	2.7
536	-1.116293	300.931607	4.032942	0.007152	2.8
537	-1.076869	300.879534	4.033594	0.010457	2.8
538	-1.159717	301.862283	4.021316	0.008369	2.8
539	-1.095863	302.565819	4.012573	0.006424	2.8
540	-1.129598	302.530356	4.013013	0.007571	2.8
541	-1.148279	302.874819	4.008744	0.011899	2.8
542	-1.141973	303.874819	3.996405	0.013262	3.0
543	-1.100899	304.874819	3.984141	0.009240	3.2
544	-1.123017	305.874819	3.971953	0.008688	3.0
545	-1.111483	306.839205	3.960269	0.014582	2.8
546	-1.134992	307.839205	3.948226	0.008345	3.0
547	-1.114989	307.784278	3.948885	0.014606	2.7
548	-1.099634	308.756798	3.937239	0.006400	2.8
549	-1.105505	309.756795	3.925335	0.005594	2.8
550	-1.119907	309.947650	3.923072	0.005443	2.7
551	-1.117535	310.483404	3.916731	0.006603	2.8
552	-1.125801	310.433670	3.917319	0.012197	2.7
553	-1.152607	310.755160	3.913523	0.012563	2.8
554	-1.144450	310.701646	3.914154	0.010363	2.8
555	-1.114420	311.701646	3.902389	0.009973	2.8
556	-1.125385	311.646705	3.903034	0.010155	2.8
557	-1.149411	312.646705	3.891336	0.006241	2.8
558	-1.104819	313.642382	3.879758	0.006121	3.0
559	-1.156851	314.597997	3.868710	0.007406	2.8
560	-1.103182	314.543760	3.869335	0.005754	2.6
561	-1.114318	315.508730	3.858240	0.007331	2.7
562	-1.133033	316.507817	3.846819	0.006608	2.7
563	-1.117322	316.717954	3.844425	0.010958	3.8
564	-1.148328	316.794172	3.843558	0.006851	3.1
565	-1.177253	316.791693	3.843586	0.009013	2.9
566	-1.166271	317.683649	3.833463	0.006936	3.5
567	-1.165432	317.629916	3.834072	0.011660	3.1
568	-1.096105	317.575617	3.834687	0.006982	3.6
569	-1.161714	317.520746	3.835308	0.006214	3.0
570	-1.142590	317.609616	3.834302	0.012702	3.5
571	-1.138997	318.608983	3.823018	0.008637	3.8
572	-1.089195	319.608130	3.811804	0.010847	3.2
573	-1.129163	319.553217	3.812418	0.006649	3.1
574	-1.167627	319.547421	3.812483	0.016821	3.3
575	-1.166974	320.547421	3.801321	0.005819	3.5
576	-1.119800	321.503343	3.790712	0.007761	3.1
577	-1.146464	321.466534	3.791119	0.012353	3.2
578	-1.141940	321.519640	3.790531	0.008305	3.0
579	-1.128384	322.519640	3.779497	0.006788	3.0
580	-1.142808	322.793019	3.776491	0.009271	3.2
581	-1.137983	323.539079	3.768314	0.004576	3.1
582	-1.133413	324.536836	3.757433	0.009440	3.1
583	-1.176801	324.491023	3.757931	0.007345	3.2
584	-1.165622	324.527684	3.757532	0.008273	3.4
585	-1.119626	324.517533	3.757643	0.007154	3.1
586	-1.154230	324.463156	3.758234	0.007780	3.1
587	-1.100711	325.458612	3.747436	0.007710	3.3
588	-1.102010	325.403694	3.748030	0.009311	3.1
589	-1.135798	325.348753	3.748624	0.008923	3.1
590	-1.120945	325.293812	3.749219	0.008483	3.3
591	-1.154230	326.055511	3.740990	0.009186	3.0
592	-1.109850	327.055501	3.730242	0.008173	3.1
593	-1.129398	327.000804	3.730829	0.007674	3.6
594	-1.114274	327.001242	3.730824	0.003268	3.4
595	-1.162072	327.046215	3.730342	0.007000	3.3
596	-1.118559	327.161426	3.729107	0.008552	3.1
597	-1.137207	327.141490	3.729321	0.010480	3.1
598	-1.146327	328.141363	3.718641	0.004518	3.2
599	-1.122285	328.086526	3.719225	0.013456	3.0
600	-1.139562	328.031682	3.719810	0.010411	3.1
601	-1.144316	327.976741	3.720395	0.010300	3.0
602	-1.096933	328.976739	3.709765	0.004963	3.0
603	-1.098917	328.921816	3.710347	0.006503	3.3
604	-1.173828	328.871754	3.710878	0.005392	3.1
605	-1.103206	328.816907	3.711460	0.007996	3.1
606	-1.153679	329.816264	3.700887	0.008762	3.1
607	-1.114591	330.816255	3.690368	0.009743	3.1
608	-1.127379	330.804196	3.690494	0.009564	3.1
609	-1.156989	331.743582	3.680666	0.009009	3.2
610	-1.150289	331.689537	3.681230	0.007945	3.3
611	-1.119150	332.645697	3.671277	0.006506	3.6
612	-1.143968	333.644136	3.660941	0.009535	3.4
613	-1.156272	333.589215	3.661508	0.010138	2.9
614	-1.150538	333.534457	3.662074	0.006505	2.9
615	-1.087742	333.512574	3.662300	0.005929	2.9
616	-1.141759	334.360551	3.653561	0.006664	3.3
617	-1.154428	334.732375	3.649742	0.010683	3.3
618	-1.157794	335.506332	3.641819	0.006832	3.3
619	-1.144382	336.144039	3.635316	0.009648	3.2
620	-1.131131	337.142002	3.625186	0.006955	3.3
621	-1.155609	337.933416	3.617193	0.004883	3.1
622	-1.100992	338.872079	3.607758	0.008060	3.2
623	-1.136782	338.818976	3.608290	0.008166	3.1
624	-1.150101	339.818946	3.598290	0.008578	3.2
625	-1.113517	339.795789	3.598521	0.008948	3.2
626	-1.136846	340.793549	3.588597	0.010329	3.3
627	-1.169875	341.793549	3.578706	0.015750	3.2
628	-1.083704	342.793545	3.568869	0.006907	3.3
629	-1.121961	342.738604	3.569408	0.005913	3.2
630	-1.119747	343.719113	3.559812	0.009814	3.2
631	-1.083100	343.664265	3.560347	0.009471	2.7
632	-1.124428	343.609324	3.560884	0.005905	2.7
633	-1.130524	343.555389	3.561410	0.009024	2.8
634	-1.124451	344.481730	3.552384	0.005081	2.9
635	-1.111201	344.433101	3.552857	0.007881	2.9
636	-1.110576	345.386643	3.543610	0.006178	3.7
637	-1.145990	345.441214	3.543082	0.007240	2.7
638	-1.123627	345.394621	3.543533	0.009669	2.8
639	-1.127439	345.339680	3.544064	0.007359	3.1
640	-1.137328	345.284773	3.544596	0.007605	3.0
641	-1.133052	346.284689	3.534946	0.008675	3.1
642	-1.128727	346.229777	3.535474	0.008946	2.7
643	-1.115868	346.201793	3.535744	0.006371	2.7
644	-1.097338	347.201601	3.526143	0.011190	2.8
645	-1.126392	347.939049	3.519094	0.006133	2.8
646	-1.119569	348.938291	3.509589	0.006830	2.9
647	-1.157483	349.916823	3.500330	0.008160	2.7
648	-1.133206	349.861883	3.500849	0.006628	2.6
649	-1.122631	350.846089	3.491583	0.010790	2.8
650	-1.120401	350.791147	3.492099	0.005630	3.5
651	-1.134539	350.736206	3.492615	0.004117	3.4
652	-1.089230	350.717365	3.492792	0.007866	2.7
653	-1.138382	350.804945	3.491969	0.006008	2.9
654	-1.104946	350.753111	3.492456	0.013032	2.8
655	-1.116720	351.701494	3.483569	0.005813	2.7
656	-1.145580	352.613924	3.475062	0.005186	3.0
657	-1.164064	353.391557	3.467844	0.009431	2.8
658	-1.123530	354.345392	3.459031	0.012225	2.7
659	-1.171395	354.290471	3.459537	0.006517	2.7
660	-1.131914	354.347533	3.459011	0.006052	2.7
661	-1.116198	354.531325	3.457318	0.011668	2.8
662	-1.192789	354.500551	3.457602	0.012985	2.9
663	-1.137644	355.500551	3.448418	0.010902	2.7
664	-1.127610	356.500551	3.439283	0.005970	2.7
665	-1.109777	357.500051	3.430201	0.003760	2.8
666	-1.160979	357.501497	3.430188	0.005359	2.9
667	-1.106438	357.491371	3.430280	0.008681	3.1
668	-1.204273	358.374352	3.422296	0.011452	2.6
669	-1.150691	358.348139	3.422533	0.007377	2.8
670	-1.128207	358.978514	3.416855	0.010305	2.9
671	-1.079112	358.923576	3.417349	0.007017	2.8
672	-1.134236	358.874976	3.417786	0.007345	2.9
673	-1.096242	359.832334	3.409194	0.006606	2.6
674	-1.140423	359.853000	3.409009	0.006396	2.9
675	-1.116509	359.798067	3.409501	0.007365	2.9
676	-1.189610	360.796067	3.400589	0.011355	2.8
677	-1.090987	361.683427	3.392703	0.008091	3.1
678	-1.101761	361.629663	3.393180	0.008611	2.9
679	-1.118116	361.574722	3.393667	0.011179	2.8
680	-1.123447	362.574721	3.384820	0.006963	2.7
681	-1.128226	362.519781	3.385305	0.009568	2.7
682	-1.108283	362.541477	3.385113	0.007788	2.8
683	-1.146264	362.486536	3.385598	0.010136	2.9
684	-1.166955	363.486515	3.376793	0.005002	3.0
685	-1.111127	364.486376	3.368034	0.006777	2.8
686	-1.157961	365.358347	3.360433	0.006603	2.7
687	-1.153337	365.329613	3.360683	0.006647	2.8
688	-1.102450	365.274995	3.361158	0.007051	2.6
689	-1.133237	365.522343	3.359007	0.005798	2.8
690	-1.092529	365.473714	3.359430	0.008818	2.9
691	-1.095013	365.419095	3.359905	0.012311	2.9
692	-1.114795	366.419094	3.351232	0.007618	2.9
693	-1.118592	367.418997	3.342605	0.006949	2.9
694	-1.120401	367.371858	3.343011	0.006123	2.8
695	-1.122874	367.316928	3.343484	0.010707	3.0
696	-1.107089	367.425644	3.342548	0.010297	2.9
697	-1.100162	367.370714	3.343021	0.010234	2.9
698	-1.145061	368.370714	3.334435	0.006644	2.8
699	-1.149878	369.121996	3.328014	0.006474	2.8
700	-1.172139	369.067107	3.328482	0.005109	2.9
701	-1.129345	369.018426	3.328898	0.011955	2.6
702	-1.109834	368.963489	3.329366	0.010960	2.7
703	-1.143301	369.963489	3.320851	0.006216	3.5
704	-1.148476	370.809378	3.313681	0.006103	3.1
705	-1.132585	371.607117	3.306948	0.007230	2.7
706	-1.147947	371.552805	3.307406	0.010450	2.9
707	-1.139998	371.690833	3.306243	0.008479	2.7
708	-1.128047	371.636021	3.306705	0.005030	2.9
709	-1.100665	372.617374	3.298461	0.008695	2.9
710	-1.108626	372.565425	3.298896	0.009164	2.8
711	-1.108189	373.350513	3.292328	0.013270	2.8
712	-1.137068	373.295572	3.292787	0.011503	2.8
713	-1.121279	374.295572	3.284457	0.004406	2.9
714	-1.121789	374.291647	3.284490	0.007925	2.8
715	-1.143379	374.294572	3.284465	0.006292	3.0
716	-1.155334	375.293905	3.276183	0.009239	2.9
717	-1.096308	375.247422	3.276567	0.006167	2.6
718	-1.115258	375.678022	3.273011	0.008937	3.4
719	-1.139326	376.677956	3.264781	0.012287	3.4
720	-1.146898	377.677956	3.256592	0.009825	3.3
721	-1.122852	377.880032	3.254942	0.005945	2.7
722	-1.133150	378.138249	3.252836	0.005432	2.9
723	-1.133018	378.204302	3.252298	0.003930	4.2
724	-1.176370	378.152559	3.252720	0.006480	7.6
725	-1.145905	378.102433	3.253128	0.006189	3.4
726	-1.154252	378.049550	3.253559	0.006782	4.0
727	-1.160979	378.065767	3.253427	0.006288	3.8
728	-1.157610	378.109367	3.253072	0.011364	3.6
729	-1.147413	378.054849	3.253516	0.006787	3.4
730	-1.153077	378.000259	3.253961	0.008359	3.4
731	-1.143283	378.735689	3.247975	0.007349	3.7
732	-1.150673	379.351252	3.242981	0.009502	3.2
733	-1.168128	379.505421	3.241732	0.009519	3.4
734	-1.167019	379.450480	3.242177	0.005988	3.0
735	-1.112963	379.518173	3.241629	0.007178	2.8
736	-1.122985	380.499955	3.233702	0.008075	3.1
737	-1.132555	380.450355	3.234102	0.007447	2.8
738	-1.164597	381.450254	3.226067	0.005161	3.0
739	-1.163308	381.554390	3.225232	0.012970	2.7
740	-1.166672	381.499473	3.225672	0.007300	2.6
741	-1.181823	381.446474	3.226097	0.009484	2.8
742	-1.101820	381.392230	3.226532	0.007965	2.9
743	-1.137487	381.395291	3.226507	0.004618	2.9
744	-1.109887	381.374664	3.226673	0.010543	2.7
745	-1.120984	381.742789	3.223723	0.007031	2.9
746	-1.140431	381.693575	3.224117	0.013819	2.9
747	-1.163650	382.693052	3.216135	0.008979	2.8
748	-1.128339	382.638111	3.216573	0.005713	3.4
749	-1.156197	383.624165	3.208734	0.008417	2.7
750	-1.118651	383.574443	3.209128	0.006426	2.9
751	-1.140872	383.519517	3.209564	0.006743	2.8
752	-1.159617	384.414580	3.202478	0.006780	2.8
753	-1.138779	384.359685	3.202912	0.009526	2.8
754	-1.108321	385.359585	3.195031	0.006990	3.2
755	-1.119142	386.359495	3.187188	0.005487	2.9
756	-1.183448	386.307432	3.187596	0.008713	2.8
757	-1.123126	386.253462	3.188018	0.007276	2.9
758	-1.131565	386.468109	3.186339	0.010218	3.5
759	-1.118647	386.413207	3.186768	0.006591	3.1
760	-1.145096	386.358275	3.187198	0.007610	2.9
761	-1.139569	386.303353	3.187627	0.005823	2.7
762	-1.134127	386.645372	3.184953	0.007148	3.0
763	-1.172474	387.613458	3.177407	0.010394	3.2
764	-1.128858	387.933102	3.174924	0.007493	2.7
765	-1.117358	388.732792	3.168727	0.008186	2.8
766	-1.154418	388.677856	3.169152	0.010073	2.9
767	-1.100859	388.622915	3.169577	0.007841	2.9
768	-1.193844	389.621510	3.161869	0.006677	2.9
769	-1.126838	389.855670	3.160067	0.005004	2.9
770	-1.095324	389.802090	3.160479	0.008221	2.7
771	-1.146912	389.747188	3.160901	0.008625	2.9
772	-1.157024	389.692247	3.161324	0.007121	2.9
773	-1.149605	389.637373	3.161747	0.010847	2.8
774	-1.140437	389.714320	3.161154	0.006847	2.8
775	-1.127155	390.714320	3.153476	0.011260	3.3
776	-1.120064	390.659426	3.153897	0.010218	2.9
777	-1.151565	390.604499	3.154318	0.006111	2.9
778	-1.127723	390.978458	3.151455	0.005448	3.0
779	-1.069377	390.976854	3.151467	0.010668	3.2
780	-1.129142	391.976487	3.143838	0.007463	2.8
781	-1.128153	392.976471	3.136244	0.013987	3.0
782	-1.122389	392.921530	3.136661	0.007390	2.8
783	-1.120026	392.866695	3.137076	0.008900	3.0
784	-1.122266	393.605737	3.131484	0.004972	2.8
785	-1.140017	393.554474	3.131872	0.008157	2.8
786	-1.147737	393.499553	3.132287	0.006397	2.8
787	-1.161348	393.510717	3.132202	0.012205	2.7
788	-1.160081	393.456103	3.132615	0.008112	2.8
789	-1.149532	394.456102	3.125075	0.008036	2.8
790	-1.133382	395.453840	3.117588	0.007125	2.8
791	-1.116484	396.440860	3.110216	0.011214	3.0
792	-1.135118	396.492899	3.109829	0.008918	2.8
793	-1.146076	396.476828	3.109948	0.007049	2.7
794	-1.141643	397.282565	3.103958	0.010427	2.9
795	-1.131641	397.289940	3.103903	0.009264	2.7
796	-1.115191	398.288873	3.096508	0.013620	2.7
797	-1.135464	398.233932	3.096914	0.009090	2.9
798	-1.134593	398.178991	3.097320	0.007886	2.8
799	-1.154532	399.178986	3.089948	0.005405	2.9
800	-1.108121	400.178601	3.082615	0.014003	3.0
801	-1.120422	401.177022	3.075325	0.013110	2.7
802	-1.133029	402.177022	3.068057	0.006957	2.8
803	-1.167892	402.122364	3.068454	0.008432	3.0
804	-1.141460	402.067450	3.068852	0.006678	3.1
805	-1.138303	402.012517	3.069250	0.011891	3.0
806	-1.148578	403.012502	3.062012	0.005870	2.8
807	-1.121880	403.875980	3.055789	0.008582	2.8
808	-1.120195	404.664230	3.050130	0.004609	2.9
809	-1.179193	404.661415	3.050150	0.011783	2.9
810	-1.118899	404.606479	3.050544	0.005297	3.2
811	-1.148959	404.838014	3.048886	0.005359	3.2
812	-1.152899	404.788118	3.049243	0.011282	3.2
813	-1.152538	404.733178	3.049636	0.009476	3.2
814	-1.131780	405.733178	3.042490	0.005955	3.5
815	-1.173645	405.678250	3.042882	0.010215	4.1
816	-1.141616	406.521205	3.036882	0.008416	3.6
817	-1.143291	406.868818	3.034415	0.007552	3.8
818	-1.118652	407.078880	3.032926	0.011676	4.2
819	-1.182692	407.965945	3.026654	0.007785	4.2
820	-1.101166	408.941593	3.019785	0.013442	5.2
821	-1.152455	409.940809	3.012784	0.009304	5.6
822	-1.149779	410.940809	3.005809	0.010436	6.0
823	-1.084487	411.784718	2.999947	0.008424	3.7
824	-1.164155	412.373105	2.995874	0.007302	4.4
825	-1.144641	412.322112	2.996227	0.005325	3.8
826	-1.208407	412.298926	2.996387	0.011678	3.8
827	-1.110895	412.244879	2.996761	0.009589	3.5
828	-1.166724	413.244879	2.989860	0.006762	3.9
829	-1.197445	413.280675	2.989613	0.006028	4.0
830	-1.127415	413.225745	2.989992	0.011750	4.8
831	-1.133762	413.171009	2.990369	0.009346	6.3
832	-1.139432	413.116068	2.990747	0.012602	4.8
833	-1.144477	414.113406	2.983892	0.012526	5.4
834	-1.108883	415.113406	2.977050	0.007966	4.6
835	-1.145109	416.113405	2.970239	0.009118	3.6
836	-1.161994	416.061488	2.970592	0.009151	4.2
837	-1.134043	417.048844	2.963896	0.007359	4.1
838	-1.127848	416.993921	2.964268	0.006877	3.8
839	-1.131122	416.939037	2.964639	0.004817	3.7
840	-1.140595	416.997709	2.964242	0.008193	3.9
841	-1.174053	416.974158	2.964402	0.009821	3.6
842	-1.111794	417.974158	2.957649	0.008420	3.8
843	-1.143680	417.921016	2.958007	0.009538	3.8
844	-1.145895	418.921015	2.951283	0.008196	3.3
845	-1.150045	418.866169	2.951651	0.007351	3.6
846	-1.119014	418.836708	2.951849	0.006118	3.5
847	-1.128690	418.877540	2.951575	0.009837	3.4
848	-1.145480	418.853830	2.951734	0.010457	3.5
849	-1.178722	418.798889	2.952102	0.012685	3.6
850	-1.131021	418.751328	2.952422	0.011332	3.5
851	-1.150788	418.696387	2.952791	0.015180	3.6
852	-1.100479	418.641446	2.953160	0.011812	3.7
853	-1.145863	419.641446	2.946458	0.005997	3.3
854	-1.156367	419.586505	2.946825	0.008742	3.3
855	-1.108525	419.531780	2.947191	0.010514	3.9
856	-1.097021	419.476839	2.947559	0.007215	3.7
857	-1.163215	419.421898	2.947926	0.006314	3.5
858	-1.163765	419.381586	2.948196	0.008298	3.4
859	-1.105291	420.327559	2.941877	0.005120	3.9
860	-1.147742	421.287131	2.935494	0.004267	4.1
861	-1.142247	421.532793	2.933865	0.006048	3.7
862	-1.107148	421.480398	2.934212	0.010003	3.3
863	-1.157694	421.425459	2.934577	0.006253	3.3
864	-1.179503	422.381334	2.928250	0.009157	3.4
865	-1.139183	423.022245	2.924023	0.009531	3.2
866	-1.099577	423.029734	2.923974	0.007007	3.1
867	-1.107091	424.027228	2.917420	0.013867	3.5
868	-1.122140	424.156463	2.916573	0.006810	3.8
869	-1.169324	425.156459	2.910036	0.012620	3.5
870	-1.119964	426.137742	2.903650	0.008911	6.0
871	-1.127453	426.082801	2.904007	0.007602	4.2
872	-1.141181	427.082708	2.897526	0.011099	4.9
873	-1.126612	427.027767	2.897881	0.005349	3.5
874	-1.148871	427.183177	2.896877	0.007767	4.8
875	-1.152076	427.185534	2.896861	0.009144	4.0
876	-1.137982	428.170490	2.890509	0.012382	4.6
877	-1.146367	428.115549	2.890863	0.007987	4.1
878	-1.106829	428.066453	2.891179	0.010959	4.1
879	-1.149433	428.011548	2.891532	0.007909	5.1
880	-1.169876	427.974004	2.891774	0.008621	3.2
881	-1.115405	428.093121	2.891007	0.007023	2.7
882	-1.120131	429.072571	2.884716	0.015273	3.2
883	-1.122704	429.017630	2.885068	0.011050	3.1
884	-1.171706	430.017630	2.878671	0.011082	3.6
885	-1.161299	431.011272	2.872343	0.012456	3.5
886	-1.130107	432.011272	2.866002	0.004550	3.5
887	-1.142298	431.993846	2.866113	0.011369	3.4
888	-1.152114	432.461308	2.863158	0.007797	3.8
889	-1.131664	433.461303	2.856858	0.007931	3.6
890	-1.135555	434.402220	2.850955	0.011536	3.7
891	-1.162174	435.402220	2.844709	0.008359	3.8
892	-1.155427	436.402220	2.838489	0.012961	3.5
893	-1.122459	436.347279	2.838830	0.006554	3.5
894	-1.117973	437.347279	2.832637	0.008097	4.2
895	-1.118675	438.347062	2.826471	0.007682	3.3
896	-1.143779	438.292518	2.826807	0.016218	3.7
897	-1.093162	439.292518	2.820666	0.013608	3.3
898	-1.147942	439.237577	2.821003	0.006099	3.5
899	-1.138884	439.183393	2.821335	0.003158	3.3
900	-1.108857	439.146084	2.821563	0.005600	3.6
901	-1.124460	439.116469	2.821745	0.007463	3.7
902	-1.145665	439.068119	2.822042	0.010037	3.5
903	-1.110685	440.065519	2.815937	0.006120	3.6
904	-1.127550	440.010578	2.816272	0.007083	3.5
905	-1.144209	440.989383	2.810306	0.004986	3.6
906	-1.127031	440.938337	2.810616	0.006737	3.3
907	-1.169713	440.884935	2.810941	0.008712	3.6
908	-1.108326	441.884874	2.804869	0.011089	3.6
909	-1.135140	441.829933	2.805202	0.006391	3.6
910	-1.162492	441.774992	2.805535	0.010274	3.3
911	-1.121534	442.774988	2.799486	0.013608	3.5
912	-1.167797	442.720047	2.799817	0.010773	4.4
913	-1.121758	443.708546	2.793862	0.005888	3.4
914	-1.150881	443.653663	2.794192	0.005951	3.8
915	-1.122676	443.609915	2.794455	0.005221	3.5
916	-1.164222	443.565382	2.794723	0.014184	3.5
917	-1.050670	444.541189	2.788865	0.010349	3.6
918	-1.134321	445.541189	2.782887	0.009219	3.2
919	-1.117321	446.541189	2.776935	0.010545	3.4
920	-1.130799	447.540878	2.771010	0.009751	3.4
921	-1.130212	448.540878	2.765108	0.005571	3.3
922	-1.110708	449.537453	2.759252	0.006711	3.3
923	-1.136565	449.483096	2.759571	0.005683	3.5
924	-1.130913	449.447230	2.759781	0.011077	3.5
925	-1.185455	449.393296	2.760098	0.008686	3.4
926	-1.123101	450.393291	2.754242	0.004753	3.5
927	-1.148689	450.553505	2.753307	0.007472	3.6
928	-1.116789	450.740631	2.752214	0.008573	3.3
929	-1.088761	450.685694	2.752535	0.006770	3.3
930	-1.153021	450.661204	2.752678	0.007572	3.6
931	-1.106791	450.606377	2.752998	0.006900	3.0
932	-1.161076	450.552742	2.753311	0.008454	3.7
933	-1.137451	450.504112	2.753595	0.009266	4.0
934	-1.152802	450.449171	2.753916	0.013764	3.8
935	-1.133281	451.449171	2.748087	0.006217	3.9
936	-1.121038	451.395926	2.748397	0.009240	3.5
937	-1.114138	452.201933	2.743715	0.005223	3.7
938	-1.126224	453.197288	2.737956	0.008509	3.4
939	-1.116155	453.142359	2.738273	0.008553	3.3
940	-1.147537	453.096232	2.738540	0.008369	3.4
941	-1.152007	453.041291	2.738857	0.005434	3.9
942	-1.090529	453.005378	2.739065	0.008970	3.6
943	-1.179032	452.950514	2.739382	0.005769	3.6
944	-1.115297	452.895632	2.739699	0.016373	3.2
945	-1.132265	452.860927	2.739900	0.012762	2.7
946	-1.072304	453.860927	2.734130	0.010147	2.8
947	-1.119179	454.860927	2.728384	0.007499	2.9
948	-1.122094	455.860927	2.722663	0.007663	2.9
949	-1.124226	455.805987	2.722976	0.011278	2.7
950	-1.131703	455.758957	2.723245	0.006275	2.6
951	-1.149214	456.757537	2.717553	0.005320	3.1
952	-1.120376	456.711854	2.717813	0.007472	2.9
953	-1.116555	457.683380	2.712297	0.008582	2.9
954	-1.165492	458.591885	2.707159	0.006833	2.6
955	-1.108605	458.537086	2.707468	0.007314	2.8
956	-1.143309	458.945696	2.705163	0.007036	3.0
957	-1.133222	458.893780	2.705456	0.005679	2.7
958	-1.132380	458.858128	2.705657	0.009857	2.9
